location_id,prediction_period_start,admin1_region,admin2_zone,admin3_woreda,risk_probability,risk_prediction,risk_bucket,alert_role,alert_level,source_zone_high_risk_count,source_zone_very_high_count,source_zone_max_risk_probability,source_zone_top_source_woreda,alert_reason
ETH:81d6559038bd,2026-01-01,Amhara,East Gojjam,Michakel,0.65354913,0,high,high_risk_source,high,16,2,0.75261146,Baso Liben,This woreda is high or very-high risk for the next prediction month.
ETH:c6df73b604ab,2026-01-01,South West Ethiopia,Bench Sheko,South Bench,0.653368,0,high,high_risk_source,high,10,0,0.70445174,Gurafereda,This woreda is high or very-high risk for the next prediction month.
ETH:59039152678d,2026-01-01,SNNPR,Bench Sheko,Sheko,0.6533141,0,high,high_risk_source,high,3,0,0.6533141,Sheko,This woreda is high or very-high risk for the next prediction month.
ETH:2c25f40df537,2026-01-01,Sidama,Northern Sidama,Bilate Zuria,0.65297395,0,high,high_risk_source,high,11,0,0.7484374,Borricha,This woreda is high or very-high risk for the next prediction month.
ETH:8d4c48c22aec,2026-01-01,Gambella,Agnua,Gog,0.6520476,0,high,high_risk_source,high,6,0,0.65910566,Gambela Zuria,This woreda is high or very-high risk for the next prediction month.
ETH:ET030419,2026-01-01,Amhara,South Wello,Mehal Sayint,0.6518629,0,high,high_risk_source,high,21,0,0.69148594,Mekdela,This woreda is high or very-high risk for the next prediction month.
ETH:510e7c04cb9b,2026-01-01,Oromia,East Shoa,Ada'a,0.65173227,0,high,high_risk_source,high,16,1,0.7663057,Adama,This woreda is high or very-high risk for the next prediction month.
ETH:a0c8f4a7d001,2026-01-01,SNNPR,South Omo,Jinka Town,0.651554,0,high,high_risk_source,high,5,0,0.651554,Jinka Town,This woreda is high or very-high risk for the next prediction month.
ETH:ET040411,2026-01-01,Oromia,Jimma,Omo Nada,0.65154684,0,high,high_risk_source,high,25,0,0.6989568,Limu Seka,This woreda is high or very-high risk for the next prediction month.
ETH:ET030512,2026-01-01,Amhara,North Shewa (AM),Kewet,0.6515154,0,high,high_risk_source,high,15,0,0.66855365,Angolelana Tera,This woreda is high or very-high risk for the next prediction month.
ETH:1e5430f7cbd7,2026-01-01,South West Ethiopia,Dawro,Tocha,0.65147525,0,high,high_risk_source,high,12,0,0.7287616,Disa,This woreda is high or very-high risk for the next prediction month.
ETH:58099837b8b1,2026-01-01,Oromia,West Harerghe,Anchar,0.65133876,0,high,high_risk_source,high,15,0,0.70219034,Shenen Dugo ( Mesela ),This woreda is high or very-high risk for the next prediction month.
ETH:ET041110,2026-01-01,Oromia,Bale,Goba (OR),0.65133417,0,high,high_risk_source,high,18,2,0.98416394,Goro (Bale),This woreda is high or very-high risk for the next prediction month.
ETH:bab468decc22,2026-01-01,Oromia,W Guji,Dugda Dawa,0.65125364,0,high,high_risk_source,high,6,0,0.65125364,Dugda Dawa,This woreda is high or very-high risk for the next prediction month.
ETH:ET041810,2026-01-01,Oromia,Kelem Wellega,Jimma Horo,0.6510764,0,high,high_risk_source,high,17,1,0.77339715,Gidami,This woreda is high or very-high risk for the next prediction month.
ETH:97f8c576b6a2,2026-01-01,Benishangul Gumuz,Kemashi,Mizyiga,0.65095556,0,high,high_risk_source,high,5,1,0.75132024,Yaso/Zayi,This woreda is high or very-high risk for the next prediction month.
ETH:aa858205d0f2,2026-01-01,Amhara,West Gojjam,Sekela,0.6506511,0,high,high_risk_source,high,15,1,0.8326402,Jabi Tehnan,This woreda is high or very-high risk for the next prediction month.
ETH:ET030401,2026-01-01,Amhara,South Wello,Argoba,0.6506287,0,high,high_risk_source,high,21,0,0.69148594,Mekdela,This woreda is high or very-high risk for the next prediction month.
ETH:f00cd1446597,2026-01-01,Oromia,W Guji,Bule hora,0.65058684,0,high,high_risk_source,high,6,0,0.65125364,Dugda Dawa,This woreda is high or very-high risk for the next prediction month.
ETH:9b3656af5073,2026-01-01,Oromia,East Shoa,Adama town,0.6505055,0,high,high_risk_source,high,16,1,0.7663057,Adama,This woreda is high or very-high risk for the next prediction month.
ETH:7effe4dcdfda,2026-01-01,Sidama,Southern Sidama,Aleta Chuko Town,0.65045834,0,high,high_risk_source,high,11,0,0.6876911,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:e63bc6cd02a3,2026-01-01,Oromia,Horo Guduru,Jimma Rare,0.65044576,0,high,high_risk_source,high,16,0,0.70196134,Sulula Fincha,This woreda is high or very-high risk for the next prediction month.
ETH:8c0f426825c2,2026-01-01,Central Ethiopia,Misrak Gurage,Meskan,0.6500233,0,high,high_risk_source,high,8,0,0.6500233,Meskan,This woreda is high or very-high risk for the next prediction month.
ETH:3c0d20cb43db,2026-01-01,Oromia,Bule Hora Town,Bule Hora Town,0.65001416,0,high,high_risk_source,high,1,0,0.65001416,Bule Hora Town,This woreda is high or very-high risk for the next prediction month.
ETH:d96d2d884ba6,2026-01-01,Oromia,West Harerghe,Bedesa,0.6497595,0,high,high_risk_source,high,15,0,0.70219034,Shenen Dugo ( Mesela ),This woreda is high or very-high risk for the next prediction month.
ETH:d015f9bea28a,2026-01-01,Oromia,Borena,Arero,0.6496339,0,high,high_risk_source,high,17,2,0.76752776,Teltale,This woreda is high or very-high risk for the next prediction month.
ETH:095250ad0283,2026-01-01,Oromia,Jimma,Nadi Gibe/Tiro Afeta,0.6495249,0,high,high_risk_source,high,25,0,0.6989568,Limu Seka,This woreda is high or very-high risk for the next prediction month.
ETH:8090c48e87a5,2026-01-01,Somali,Liben,Filtu,0.64940846,0,high,high_risk_source,high,9,0,0.7438104,Guradamole,This woreda is high or very-high risk for the next prediction month.
ETH:9d67be625a01,2026-01-01,Dire Dawa,Dire Dawa,Goro,0.6493567,0,high,high_risk_source,high,4,0,0.6964182,Dire Dawa,This woreda is high or very-high risk for the next prediction month.
ETH:ET050596,2026-01-01,Somali,Korahe,Lasdhankayre,0.64914936,0,high,high_risk_source,high,7,0,0.74198145,Shilabo,This woreda is high or very-high risk for the next prediction month.
ETH:3109f790df1e,2026-01-01,Sidama,Central Sidama,Loka Abaya,0.64908016,0,high,high_risk_source,high,6,0,0.67127925,DALE,This woreda is high or very-high risk for the next prediction month.
ETH:c7f3fb666542,2026-01-01,Oromia,W Guji,Bule hora Town,0.64895594,0,high,high_risk_source,high,6,0,0.65125364,Dugda Dawa,This woreda is high or very-high risk for the next prediction month.
ETH:1133f3066828,2026-01-01,Central Ethiopia,Misrak Gurage,Enseno Town,0.6489543,0,high,high_risk_source,high,8,0,0.6500233,Meskan,This woreda is high or very-high risk for the next prediction month.
ETH:9365deb60070,2026-01-01,Somali,Fafan,Togwajale,0.64893746,0,high,high_risk_source,high,24,2,0.8036948,Harshin,This woreda is high or very-high risk for the next prediction month.
ETH:ET040803,2026-01-01,Oromia,Arsi,Golocha,0.6486963,0,high,high_risk_source,high,31,0,0.7121021,Diksis,This woreda is high or very-high risk for the next prediction month.
ETH:e78addd89b2b,2026-01-01,Amhara,Central Gonder,Alefa,0.64858955,0,high,high_risk_source,high,14,3,0.85815537,Wegera,This woreda is high or very-high risk for the next prediction month.
ETH:a1fa2bb19be9,2026-01-01,Somali,Dollo,Danot,0.64783734,0,high,high_risk_source,high,7,0,0.69017047,Warder,This woreda is high or very-high risk for the next prediction month.
ETH:ET040409,2026-01-01,Oromia,Jimma,Seka Chekorsa,0.64778507,0,high,high_risk_source,high,25,0,0.6989568,Limu Seka,This woreda is high or very-high risk for the next prediction month.
ETH:ET030514,2026-01-01,Amhara,North Shewa (AM),Assagirt,0.64769065,0,high,high_risk_source,high,15,0,0.66855365,Angolelana Tera,This woreda is high or very-high risk for the next prediction month.
ETH:ET030411,2026-01-01,Amhara,South Wello,Sayint,0.64768153,0,high,high_risk_source,high,21,0,0.69148594,Mekdela,This woreda is high or very-high risk for the next prediction month.
ETH:597953747724,2026-01-01,Somali,Liben,Gorabaqasa,0.6476413,0,high,high_risk_source,high,9,0,0.7438104,Guradamole,This woreda is high or very-high risk for the next prediction month.
ETH:badfd250624c,2026-01-01,Somali,Afder,Elkari,0.6476386,0,high,high_risk_source,high,11,2,0.7735397,Elkare /Serer,This woreda is high or very-high risk for the next prediction month.
ETH:5f157e0041a2,2026-01-01,Somali,Shabele,Godey town,0.6476069,0,high,high_risk_source,high,10,0,0.74620366,Kelafo,This woreda is high or very-high risk for the next prediction month.
ETH:f3720348223d,2026-01-01,SNNPR,Wolayta,Ofa,0.64755994,0,high,high_risk_source,high,15,0,0.64755994,Ofa,This woreda is high or very-high risk for the next prediction month.
ETH:8cb90dc476f1,2026-01-01,Oromia,Ilu Aba Bora,Nono Sele,0.647456,0,high,high_risk_source,high,17,0,0.6933313,Darimu,This woreda is high or very-high risk for the next prediction month.
ETH:f1f41521ef18,2026-01-01,Amhara,West Gonder,Mirab Armacho,0.6472824,0,high,high_risk_source,high,5,0,0.73113936,Metema,This woreda is high or very-high risk for the next prediction month.
ETH:862e4ddf7d34,2026-01-01,Oromia,East Shoa,Lome (OR),0.64711833,0,high,high_risk_source,high,16,1,0.7663057,Adama,This woreda is high or very-high risk for the next prediction month.
ETH:ET040204,2026-01-01,Oromia,East Wellega,Haro Limu,0.6470978,0,high,high_risk_source,high,18,0,0.73520285,Sibu Sire,This woreda is high or very-high risk for the next prediction month.
ETH:983f0e1a24b1,2026-01-01,South West Ethiopia,Bench Sheko,Guraferda,0.6462447,0,high,high_risk_source,high,10,0,0.70445174,Gurafereda,This woreda is high or very-high risk for the next prediction month.
ETH:5e345e75895b,2026-01-01,Afar,Afar 1,Asayita,0.64606655,0,high,high_risk_source,high,11,0,0.69969416,Ayssaita,This woreda is high or very-high risk for the next prediction month.
ETH:ET030402,2026-01-01,Amhara,South Wello,Tenta,0.64578295,0,high,high_risk_source,high,21,0,0.69148594,Mekdela,This woreda is high or very-high risk for the next prediction month.
ETH:ET060207,2026-01-01,Benishangul Gumuz,Metekel,Bulen,0.6457037,0,high,high_risk_source,high,10,0,0.73803574,Dangur,This woreda is high or very-high risk for the next prediction month.
ETH:6102c13ddbfa,2026-01-01,Oromia,SW Shoa,Dawo,0.64567447,0,high,high_risk_source,high,9,0,0.64567447,Dawo,This woreda is high or very-high risk for the next prediction month.
ETH:533cca63aaf2,2026-01-01,Oromia,Bale,Delo Mena,0.6455589,0,high,high_risk_source,high,18,2,0.98416394,Goro (Bale),This woreda is high or very-high risk for the next prediction month.
ETH:e86dd0a01839,2026-01-01,Oromia,Horo Guduru,Horo,0.6455559,0,high,high_risk_source,high,16,0,0.70196134,Sulula Fincha,This woreda is high or very-high risk for the next prediction month.
ETH:580cba6b8f45,2026-01-01,Dire Dawa,Dire Dawa,Legehare,0.6455093,0,high,high_risk_source,high,4,0,0.6964182,Dire Dawa,This woreda is high or very-high risk for the next prediction month.
ETH:04fd9aeb6915,2026-01-01,Oromia,E Shoa,Adama Zuriya,0.6447291,0,high,high_risk_source,high,9,0,0.6447291,Adama Zuriya,This woreda is high or very-high risk for the next prediction month.
ETH:47908c02ea80,2026-01-01,Amhara,Gondar town,Gondar town,0.6446653,0,high,high_risk_source,high,1,0,0.6446653,Gondar town,This woreda is high or very-high risk for the next prediction month.
ETH:41138fa1cf82,2026-01-01,Oromia,Shashemene Town,Shashemene Town,0.64442545,0,high,high_risk_source,high,1,0,0.64442545,Shashemene Town,This woreda is high or very-high risk for the next prediction month.
ETH:3268aeb14531,2026-01-01,Amhara,W Gonder,Metema,0.64414626,0,high,high_risk_source,high,2,0,0.64414626,Metema,This woreda is high or very-high risk for the next prediction month.
ETH:fc8d740679b0,2026-01-01,South West Ethiopia,Dawro,Mareka,0.6441022,0,high,high_risk_source,high,12,0,0.7287616,Disa,This woreda is high or very-high risk for the next prediction month.
ETH:ET041711,2026-01-01,Oromia,West Arsi,Shashemene town,0.6440781,0,high,high_risk_source,high,17,2,0.78760237,Siraro,This woreda is high or very-high risk for the next prediction month.
ETH:7e5869c46b5c,2026-01-01,Amhara,South Gonder,Lay gayint,0.6440556,0,high,high_risk_source,high,16,1,0.7791149,Woreta town,This woreda is high or very-high risk for the next prediction month.
ETH:ET030505,2026-01-01,Amhara,North Shewa (AM),Menze Gera Midir,0.6440349,0,high,high_risk_source,high,15,0,0.66855365,Angolelana Tera,This woreda is high or very-high risk for the next prediction month.
ETH:b4a3bd8594d6,2026-01-01,SNNPR,Gamo,Kemba Town Admin,0.6436656,0,high,high_risk_source,high,17,0,0.6436656,Kemba Town Admin,This woreda is high or very-high risk for the next prediction month.
ETH:1eb963be8a20,2026-01-01,Sidama,Sidama,Yirgalem town,0.64366335,0,high,high_risk_source,high,36,0,0.7085871,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:22cf73121dde,2026-01-01,Afar,Afar 3,Gelalu,0.6436516,0,high,high_risk_source,high,7,0,0.6939091,Awash town,This woreda is high or very-high risk for the next prediction month.
ETH:5af9974f5888,2026-01-01,Sidama,Eastern Sidama,Daela,0.6434641,0,high,high_risk_source,high,10,0,0.72097254,Hoko,This woreda is high or very-high risk for the next prediction month.
ETH:7a4cb503ff1d,2026-01-01,Amhara,Oromiya,Arthuma Fursi,0.6433463,0,high,high_risk_source,high,14,1,0.8324774,Jilye Tumuga,This woreda is high or very-high risk for the next prediction month.
ETH:5da1af2f810c,2026-01-01,SNNPR,Burji Special Woreda,Burji Special Woreda,0.64300084,0,high,high_risk_source,high,2,0,0.64300084,Burji Special Woreda,This woreda is high or very-high risk for the next prediction month.
ETH:49d6d48294e1,2026-01-01,South West Ethiopia,Konta,Konta Special Woreda,0.6429246,0,high,high_risk_source,high,4,0,0.6429246,Konta Special Woreda,This woreda is high or very-high risk for the next prediction month.
ETH:3907ff55284a,2026-01-01,Amhara,E Gojjam,Debre Markos Ketema,0.64289534,0,high,high_risk_source,high,15,0,0.6851867,Awabel,This woreda is high or very-high risk for the next prediction month.
ETH:ET030308,2026-01-01,Amhara,North Wello,Habru,0.6427891,0,high,high_risk_source,high,13,1,0.7784336,Bugna,This woreda is high or very-high risk for the next prediction month.
ETH:9d18cd8922f7,2026-01-01,Oromia,E Harerghe,Kerssa,0.64256346,0,high,high_risk_source,high,17,0,0.7248752,Chinaksen,This woreda is high or very-high risk for the next prediction month.
ETH:93a45291da51,2026-01-01,Oromia,East Shoa,Bora (OR),0.6423606,0,high,high_risk_source,high,16,1,0.7663057,Adama,This woreda is high or very-high risk for the next prediction month.
ETH:b9e742fb6bcd,2026-01-01,Sidama,Southern Sidama,DARA,0.64224213,0,high,high_risk_source,high,11,0,0.6876911,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:ec128bd5524a,2026-01-01,Amhara,South Gonder,Lay Gayint,0.64220417,0,high,high_risk_source,high,16,1,0.7791149,Woreta town,This woreda is high or very-high risk for the next prediction month.
ETH:ET050293,2026-01-01,Somali,Fafan,Jigjiga town,0.6421741,0,high,high_risk_source,high,24,2,0.8036948,Harshin,This woreda is high or very-high risk for the next prediction month.
ETH:04e72483a1f3,2026-01-01,South West Ethiopia,Dawro,Zaba,0.6420349,0,high,high_risk_source,high,12,0,0.7287616,Disa,This woreda is high or very-high risk for the next prediction month.
ETH:f2798a063266,2026-01-01,Gambella,Agnua,Dima (GM),0.64201754,0,high,high_risk_source,high,6,0,0.65910566,Gambela Zuria,This woreda is high or very-high risk for the next prediction month.
ETH:c91dea8d4b35,2026-01-01,Central Ethiopia,Misrak Gurage,Misrak Meskan,0.6413294,0,high,high_risk_source,high,8,0,0.6500233,Meskan,This woreda is high or very-high risk for the next prediction month.
ETH:14df12ba8d2b,2026-01-01,Gambella,Nuer,Wantawo,0.6412309,0,high,high_risk_source,high,4,0,0.7386908,Jikawo,This woreda is high or very-high risk for the next prediction month.
ETH:ET030908,2026-01-01,Amhara,Awi,Ayehu Guwagusa,0.64112455,0,high,high_risk_source,high,16,0,0.72336924,Jawi,This woreda is high or very-high risk for the next prediction month.
ETH:e2e2a0711ab5,2026-01-01,Amhara,Western Tigray,Awra (TG),0.64105684,0,high,high_risk_source,high,2,0,0.64105684,Awra (TG),This woreda is high or very-high risk for the next prediction month.
ETH:b8ff928291d5,2026-01-01,Afar,Afar 1,Elidar,0.6410398,0,high,high_risk_source,high,11,0,0.69969416,Ayssaita,This woreda is high or very-high risk for the next prediction month.
ETH:ET030417,2026-01-01,Amhara,South Wello,Kombolcha town,0.6405241,0,high,high_risk_source,high,21,0,0.69148594,Mekdela,This woreda is high or very-high risk for the next prediction month.
ETH:ET041120,2026-01-01,Oromia,Bale,Goba Town,0.64046943,0,high,high_risk_source,high,18,2,0.98416394,Goro (Bale),This woreda is high or very-high risk for the next prediction month.
ETH:5fa67de1404c,2026-01-01,Amhara,Central Gonder,West Belesa,0.6404668,0,high,high_risk_source,high,14,3,0.85815537,Wegera,This woreda is high or very-high risk for the next prediction month.
ETH:860cb45f9fdb,2026-01-01,Somali,Fafan,Gursuum,0.6404005,0,high,high_risk_source,high,24,2,0.8036948,Harshin,This woreda is high or very-high risk for the next prediction month.
ETH:65296f2472bd,2026-01-01,Amhara,E Gojjam,Baso Liben,0.6401906,0,high,high_risk_source,high,15,0,0.6851867,Awabel,This woreda is high or very-high risk for the next prediction month.
ETH:ET110504,2026-01-01,South West Ethiopia,West Omo,Menit Shasha,0.64013773,0,high,high_risk_source,high,8,0,0.6910518,Maji,This woreda is high or very-high risk for the next prediction month.
